"OBJECTID","Parent_ID","Zone_ID","Jurisdiction_ID","Name","Nom","GIS_Size_Ha","SIG_Superficie_Ha","SurveySize_Ha","ArpentageSuperficie_Ha","GazetteSize_Ha","GazetteSuperficie_Ha","GIS_ZoneSize_Ha","SIG_ZoneSuperficie_Ha","ProvinceTerritory","ProvinceTerritoire","LegalStatus","StatutLegal","Legislation_En","Legislation_Fr","ProtectionType","TypeProtection","IUCN_Category","Categorie_UICN","Biome_En","Biome_Fr","ProtectionDate","GazetteDate","ARMS_ID","DFRP_ID","PA_Comments","AP_Commentaires","Shape_STArea__","Shape_STLength__","Shape_STArea_1","Shape_STLength_1","Shape_STArea_12","Shape_STLength_12","Shape_Length","Shape_Area"
"1","730009100","730009100","9100","Port Hebert Migratory Bird Sanctuary (T)","Port Hébert, Refuge d’oiseaux migrateurs de (T)","0.34","0.34","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19410101000000","","","","N/A","N/A","3449.99612426","378.03042874","3.8e-007","0.00413654","3.82871121473727e-007","0.00413654567700199","0.00413654567700199","3.82871279495518e-007"
"2","730001300","730001300","1300","Big Glace Bay Lake Migratory Bird Sanctuary (T)","Big Glace Bay, Refuge d’oiseaux migrateurs du (T)","137.1","137.1","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Terrestrial","Terrestre","19390101000000","","","","N/A","N/A","1370182.55343056","13687.14786104","0.00015971","0.15660635","0.000159718680379228","0.156606358686532","0.156606358686532","0.000159718680249723"
"3","730004200","730004210","4200","Grand Manan Migratory Bird Sanctuary (M)","Grand Manan, Refuge d’oiseaux migrateurs de (M)","89.07","89.07","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Marine","Marin","19310101000000","","","","N/A","N/A","895396.46221923","5077.96860575","0.00010107","0.06090543","0.000101079098385526","0.0609054325822961","0.0609054325822961","0.000101079097756212"
"4","730004900","730004910","4900","Île aux Canes Migratory Bird Sanctuary (M)","île aux Canes, Refuge d’oiseaux migrateurs de l' (M)","147.75","147.75","","","","","","","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Marine","Marin","19910101000000","","","","N/A","N/A","1462272.68795776","9836.48052021","0.00018795","0.11505478","0.000187957213711343","0.115054781008512","0.115054781008512","0.000187957212487176"
"5","730006900","730006910","6900","Machias Seal Island Migratory Bird Sanctuary (M)","île Machias Seal, Refuge d’oiseaux migrateurs de l' (M)","1035.44","1035.44","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","lll","lll","Marine","Marin","19440101000000","","","","N/A","N/A","10415314.77211","13583.23790922","0.00117169","0.14543753","0.00117169656641636","0.145437531052514","0.145437531052514","0.00117169656977059"
"6","730009200","730009200","9200","Port Joli Migratory Bird Sanctuary (T)","Port-Joli, Refuge d’oiseaux migrateurs de (T)","74.72","74.72","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19410101000000","","","","N/A","N/A","753739.86302948","17151.07837879","8.366e-005","0.18383692","8.36649262510036e-005","0.183836927991306","0.183836927991306","8.36649168170899e-005"
"7","730010700","730010700","10700","Sable River Migratory Bird Sanctuary (T)","rivière du Sable, Refuge d’oiseaux migrateurs de la (T)","46.44","46.44","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19410101000000","","","","N/A","N/A","468613.13882446","20987.20340902","5.194e-005","0.22035145","5.19492214152706e-005","0.220351459357425","0.220351459357425","5.19492249662406e-005"
"8","730011800","730011810","11800","Shepherd Island Migratory Bird Sanctuary (M)","Shepherd Island, Refuge d’oiseaux migrateurs de (M)","15.01","15.01","","","","","","","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Marine","Marin","19910101000000","","","","N/A","N/A","148579.77920532","2548.92464511","1.911e-005","0.02932896","1.91157398603536e-005","0.0293289681524664","0.0293289681524664","1.91157398586021e-005"
"9","730004900","730004900","4900","Île aux Canes Migratory Bird Sanctuary (T)","île aux Canes, Refuge d’oiseaux migrateurs de l' (T)","14.34","14.34","","","","","","","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19910101000000","","","","N/A","N/A","141880.89285278","4466.12895341","1.823e-005","0.0540184","1.82365224645764e-005","0.0540184041629045","0.0540184041629045","1.82365238948159e-005"
"10","730001500","730001500","1500","Black Pond Migratory Bird Sanctuary","Black Pond, Refuge d’oiseaux migrateurs de","203.36","203.36","","","","","","","Prince Edward Island","Île-du-Prince-Édouard","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Terrestrial","Terrestre","19360101000000","","","","N/A","N/A","2031025.21246338","5945.02705361","0.00023775","0.06833331","0.000237759105175428","0.0683333150448394","0.0683333150448394","0.000237759104799957"
"11","730005800","730005800","5800","Inkerman Migratory Bird Sanctuary","Inkerman, Refuge d’oiseaux migrateurs d'","15.68","15.68","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Terrestrial","Terrestre","19980101000000","","","","N/A","N/A","155952.46365356","2139.4426616","1.877e-005","0.02292322","1.87739055945713e-005","0.0229232208957601","0.0229232208957601","1.8773905205032e-005"
"12","730011800","730011800","11800","Shepherd Island Migratory Bird Sanctuary (T)","Shepherd Island, Refuge d’oiseaux migrateurs de (T)","3.19","3.19","","","","","","","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19910101000000","","","","N/A","N/A","31586.91635131","845.04618212","4.06e-006","0.00987353","4.06384970119689e-006","0.00987353112722097","0.00987353112722097","4.06384980016533e-006"
"13","730010600","730010600","10600","Sable Island Migratory Bird Sanctuary","Île de Sable, Refuge d’oiseaux migrateurs de l'","3099.95","3099.95","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19770101000000","","","","N/A","N/A","31259793.9716244","93760.01399688","0.00347522","1.09693626","0.0034752219182792","1.09693626376866","1.09693626376866","0.00347522190452849"
"14","730012700","730012710","12700","Terra Nova Migratory Bird Sanctuary","Terra-Nova, Refuge d’oiseaux migrateurs de","1178.38","1178.38","","","","","","","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","ll","ll","Marine","Marin","19670101000000","","","","N/A","N/A","11698657.7394104","34989.16438374","0.0014364","0.40361679","0.00143640122450961","0.403616797024419","0.40361679702442","0.00143640122373285"
"15","730004400","730004400","4400","Haley Lake Migratory Bird Sanctuary","lac Haley, Refuge d’oiseaux migrateurs du","95.32","95.32","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","961688.7501297","5563.51874712","0.00010665","0.0579088","0.000106656277694128","0.057908804301188","0.0579088043011879","0.00010665627594454"
"16","730006100","730006100","6100","Kentville Migratory Bird Sanctuary","Kentville, Refuge d’oiseaux migrateurs de","506.48","506.48","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Terrestrial","Terrestre","19390101000000","","","","N/A","N/A","5082327.7572937","12741.65582867","0.00057883","0.14941195","0.000578836277782102","0.149411952823735","0.149411952823735","0.00057883627948941"
"17","730004200","730004200","4200","Grand Manan Migratory Bird Sanctuary (T)","Grand Manan, Refuge d’oiseaux migrateurs de (T)","344.22","344.22","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Terrestrial","Terrestre","19310101000000","","","","N/A","N/A","3460075.67245483","11797.78318987","0.00039055","0.13074092","0.000390559962397674","0.130740927317793","0.130740927317793","0.000390559964254227"
"18","730006900","730006900","6900","Machias Seal Island Migratory Bird Sanctuary (T)","île Machias Seal, Refuge d’oiseaux migrateurs de l' (T)","10.79","10.79","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","lll","lll","Terrestrial","Terrestre","19440101000000","","","","N/A","N/A","108541.60739135","2058.56404213","1.221e-005","0.02157488","1.22106237085973e-005","0.021574889083065","0.021574889083065","1.22106228376671e-005"
"19","730010700","730010710","10700","Sable River Migratory Bird Sanctuary (M)","rivière du Sable, Refuge d’oiseaux migrateurs de la (M)","267.04","267.04","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Marine","Marin","19410101000000","","","","N/A","N/A","2694455.4175415","16347.65101784","0.00029871","0.1722901","0.000298710217975895","0.172290106700324","0.172290106700324","0.000298710215854256"
"20","730009200","730009210","9200","Port Joli Migratory Bird Sanctuary (M)","Port-Joli, Refuge d’oiseaux migrateurs de (M)","322.63","322.63","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Marine","Marin","19410101000000","","","","N/A","N/A","3254545.94862366","12335.55348409","0.00036124","0.12984794","0.000361245158046586","0.129847949226922","0.129847949226922","0.000361245160349057"
"21","730009100","730009110","9100","Port Hebert Migratory Bird Sanctuary (M)","Port Hébert, Refuge d’oiseaux migrateurs de (M)","345.16","345.16","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","la","la","Marine","Marin","19410101000000","","","","N/A","N/A","3482053.87940216","10605.87817225","0.00038644","0.11108903","0.000386443006846093","0.111089031913492","0.111089031913492","0.000386443009032426"
"22","730001300","730001310","1300","Big Glace Bay Lake Migratory Bird Sanctuary (M)","Big Glace Bay, Refuge d’oiseaux migrateurs du (M)","256.09","256.09","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Refuges d'oiseaux migrateurs","N/A","N/A","Marine","Marin","19390101000000","","","","N/A","N/A","2559422.45241547","11600.89486702","0.00029835","0.12863645","0.000298350973025663","0.128636456361294","0.128636456361293","0.000298350975069967"
"23","730001900","730001910","1900","Boot Island National Wildlife Area (M)","Île Boot, Réserve nationale de faune de l’ (M)","88.94","88.94","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","la","la","Marine","Marin","19790101000000","","","","N/A","N/A","892262.98209381","11524.78597199","0.00010174","0.12547977","0.000101746460359209","0.125479777192029","0.125479777192028","0.000101746458577622"
"24","730001900","730001900","1900","Boot Island National Wildlife Area (T)","Île Boot, Réserve nationale de faune de l’ (T)","17.71","17.71","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","la","la","Terrestrial","Terrestre","19790101000000","","","","N/A","N/A","177647.30619812","2219.30914969","2.025e-005","0.02563759","2.02595103928616e-005","0.0256375910499605","0.0256375910499605","2.02595091071064e-005"
"25","730002500","730002510","2500","Cape Jourimain National Wildlife Area (M)","Cap-Jourimain, Réserve nationale de faune de (M)","333.93","333.93","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Marine","Marin","19800101000000","","","","N/A","N/A","3681795.08020782","19756.41531255","0.00042897","0.21763982","0.00042897429216282","0.21763982634857","0.21763982634857","0.000428974291263425"
"26","730002500","730002500","2500","Cape Jourimain National Wildlife Area (T)","Cap-Jourimain, Réserve nationale de faune de (T)","327.74","327.74","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","2852452.87876129","28656.01471524","0.00033235","0.30894589","0.000332355931504935","0.308945891132482","0.308945891132482","0.000332355928718199"
"27","730005900","730005910","5900","John Lusby Marsh National Wildlife Area (M)","marais John Lusby, Réserve nationale de faune du (M)","535.21","535.21","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Marine","Marin","19780101000000","","","","N/A","N/A","5383551.45893097","33430.52789801","0.00062279","0.36806123","0.000622794331093246","0.368061232344414","0.368061232344411","0.000622794330659776"
"28","730005900","730005900","5900","John Lusby Marsh National Wildlife Area (T)","marais John Lusby, Réserve nationale de faune du (T)","17.23","17.23","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","144605.49423217","2350.21613774","1.673e-005","0.02580215","1.6730285324229e-005","0.0258021501818269","0.0258021501818269","1.67302846238063e-005"
"29","730009300","730009300","9300","Portage Island National Wildlife Area","Île Portage, Réserve nationale de faune de l’","348.84","348.84","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","la","la","Terrestrial","Terrestre","19790101000000","","","","N/A","N/A","3475430.40289307","11880.52258487","0.00041386","0.11823658","0.00041386649195374","0.118236587965123","0.118236587965123","0.000413866492936562"
"30","730009400","730009400","9400","Portobello Creek National Wildlife Area","Portobello Creek, Réserve nationale de faune de","2153.54","2153.54","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","la","la","Terrestrial","Terrestre","19950101000000","","","","N/A","N/A","21542196.2769165","95008.40459063","0.00249723","1.02141129","0.00249723014417214","1.02141129894341","1.02141129894341","0.0024972301412707"
"31","730011100","730011100","11100","Sand Pond National Wildlife Area (M)","Sand Pond, Réserve nationale de faune de (M)","39.08","39.08","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Marine","Marin","19770101000000","","","","N/A","N/A","396303.83847045","8856.8796512","4.393e-005","0.09057004","4.39382006334199e-005","0.0905700485781973","0.0905700485781974","4.39381997982146e-005"
"32","730011100","730011100","11100","Sand Pond National Wildlife Area (T)","Sand Pond, Réserve nationale de faune de (T)","492.37","492.37","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Terrestrial","Terrestre","19770101000000","","","","","","4966106.18744659","18162.89231543","0.00055049","0.18779879","0.000550493670971264","0.18779879284642","0.18779879284642","0.000550493670962808"
"33","730011500","730011500","11500","Sea Wolf Island National Wildlife Area","Île Sea Wolf, Réserve nationale de faune de l’","75.64","75.64","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","la","la","Terrestrial","Terrestre","19820101000000","","","","N/A","N/A","755424.00662803","4734.01306596","8.841e-005","0.04973528","8.84125163338467e-005","0.0497352859054115","0.0497352859054115","8.84125156673585e-005"
"34","730011900","730011900","11900","Shepody National Wildlife Area","Shepody, Réserve nationale de faune de","1068.96","1068.96","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","10186267.8615417","42188.36810631","0.0011754","0.46000563","0.00117540115684278","0.460005634072607","0.460005634072608","0.00117540116203643"
"35","730012800","730012800","12800","Tintamarre National Wildlife Area","Tintamarre, Réserve nationale de faune de","1941.13","1941.13","","","","","","","New Brunswick","Nouveau-Brunswick","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","Vl","Vl","Terrestrial","Terrestre","19770101000000","","","","N/A","N/A","16382894.0810089","24966.56730674","0.00190109","0.27763887","0.0019010963872006","0.277638874440503","0.277638874440503","0.0019010963883294"
"36","730013700","730013710","13700","Wallace Bay National Wildlife Area (M)","Wallace Bay, Réserve nationale de faune de (M)","388.42","388.42","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","Vl","Vl","Marine","Marin","19800101000000","","","","N/A","N/A","5018529.03860474","28979.33827859","0.00058072","0.32631597","0.000580727940359793","0.326315971981712","0.326315971981712","0.000580727945511256"
"37","730013700","730013700","13700","Wallace Bay National Wildlife Area (T)","Wallace Bay, Réserve nationale de faune de (T)","309.1","309.1","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","Vl","Vl","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","2866312.20567322","36561.17756091","0.00033167","0.41431091","0.000331678453676432","0.41431091250535","0.41431091250535","0.000331678451105607"
"38","730003000","730003000","3000","Amherst Point Migratory Bird Sanctuary","Amherst Point, Refuge d’oiseaux migrateurs de l'","432.05","432.05","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","Migratory Bird Sanctuary","Réserves nationales de faune","Vl","Vl","Terrestrial","Terrestre","19820101000000","","","","N/A","N/A","4323640.33856964","12081.85341683","0.00049994","0.13206905","0.000499944567764032","0.132069053589933","0.132069053589933","0.000499944566998254"
"39","730003000","730003000","3000","Chignecto National Wildlife Area","Chignecto, Réserve nationale de faune de","432.05","432.05","","","","","","","Nova Scotia","Nouvelle-Écosse","Gazetted","Gazette","","","National Wildlife Area","Réserves nationales de faune","Vl","Vl","Terrestrial","Terrestre","19820101000000","","","","N/A","N/A","4090953.89173889","12912.40099978","0.00047303","0.14189538","0.000473039719281587","0.141895388992944","0.141895388992943","0.000473039718215788"
"40","730003800","730003800","3800","Eleanor Island National Wildlife Area","Eleanor Island National Wildlife Area","0.81318785","0.81318785","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19710101000000","","","","Exact duplicate of Eleanor Island MBS.","Exact duplicate of Eleanor Island MBS.","8121.94726562","407.37091396","9.2e-007","0.00433373","9.27777364267968e-007","0.00433373102563251","0.00433373102563251","9.27777710034414e-007"
"41","730009600","730009600","9600","Prince Edward Point National Wildlife Area","Prince Edward Point National Wildlife Area","104.6604547","104.6604547","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19800101000000","","","","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","1048278.3828125","5001.08970338","0.0001173","0.05709421","0.000117309349889183","0.0570942171085927","0.0570942171085927","0.000117309349156627"
"42","730009600","730009600","9600","Prince Edward Point National Wildlife Area","Prince Edward Point National Wildlife Area","0.97283173","0.97283173","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19800101000000","","","","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","9743.6953125","412.8200012","1.09e-006","0.00465302","1.09052439256629e-006","0.00465302716465318","0.00465302716465318","1.09052445838509e-006"
"43","730009600","730009600","9600","Prince Edward Point National Wildlife Area","Prince Edward Point National Wildlife Area","389.41223265","389.41223265","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19800101000000","","","","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","3900300.07617188","10082.29886319","0.0004365","0.11458918","0.000436506885080235","0.114589183488318","0.114589183488318","0.000436506887395838"
"44","730009600","730009600","9600","Prince Edward Point National Wildlife Area","Prince Edward Point National Wildlife Area","22.54118876","22.54118876","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19800101000000","","","","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","Boundary Edited to exclude residential property, road allowance added, in consultation with Jeff Robinson","225765.38476562","6235.22938139","2.527e-005","0.06949595","2.52706831815885e-005","0.0694959512167916","0.0694959512167916","2.52706834966823e-005"
"45","730007700","730007700","7700","Wellers Bay National Wildlife Area","Wellers Bay National Wildlife Area","1.15216002","1.15216002","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19780101000000","","","","Boundary edited in consultation with Jeff Robinson","Boundary edited in consultation with Jeff Robinson","11537.38085937","714.37558404","1.29e-006","0.00771231","1.29307318275096e-006","0.00771231115119932","0.00771231115119933","1.29307188991931e-006"
"46","730007700","730007700","7700","Wellers Bay National Wildlife Area","Wellers Bay National Wildlife Area","76.94647575","76.94647575","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19780101000000","","","","Boundary edited in consultation with Jeff Robinson","Boundary edited in consultation with Jeff Robinson","770538.44140625","11585.96653262","8.634e-005","0.12512805","8.63447262418049e-005","0.125128054657927","0.125128054657927","8.63447269723833e-005"
"47","730007700","730007700","7700","Wellers Bay National Wildlife Area","Wellers Bay National Wildlife Area","4.41396683","4.41396683","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","ls","Terrestrial","Terrestre","19780101000000","","","","Boundary edited in consultation with Jeff Robinson","Boundary edited in consultation with Jeff Robinson","44199.42773437","899.26750117","4.95e-006","0.0096449","4.95425547342165e-006","0.00964490935189138","0.00964490935189139","4.9542552926061e-006"
"48","730007400","730007400","7400","Mohawk Island National Wildlife Area","Mohawk Island National Wildlife Area","2.35833433","2.35833433","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19760101000000","","","","Boundary changed to 2005 land area based on aerial photo interpretation","Boundary changed to 2005 land area based on aerial photo interpretation","23706.47558593","728.55013974","2.59e-006","0.00765088","2.59652733802795e-006","0.00765088537362526","0.00765088537362526","2.59652759359245e-006"
"49","730011400","730011400","11400","Scotch Bonnet Island National Wildlife Area","Scotch Bonnet Island National Wildlife Area","0.96937503","0.96937503","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19790101000000","","","","N/A","N/A","9710.24023437","592.07989988","1.08e-006","0.00697436","1.08592189462797e-006","0.00697436263982135","0.00697436263982135","1.08592214676588e-006"
"50","730014300","730014300","14300","Wye Marsh National Wildlife Area","Wye Marsh National Wildlife Area","47.56029323","47.56029323","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","ll","ll","Terrestrial","Terrestre","19780101000000","","","","Boundary edited in consultation with Jeff Robinson","Boundary edited in consultation with Jeff Robinson","475319.50585937","3361.55913278","5.402e-005","0.03754651","5.40278911103087e-005","0.0375465183555694","0.0375465183555694","5.40278914735636e-005"
"51","730012400","730012400","12400","St. Joseph’s Island Migratory Bird Sanctuary","St. Joseph’s Island Migratory Bird Sanctuary","986.35731737","986.35731737","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","ll","ll","Terrestrial","Terrestre","19780101000000","","","","Boundary edited in consultation with Jeff Robinson","","9829435.81738281","13677.51458283","0.00114711","0.15766211","0.00114711215996977","0.157662114928022","0.157662114928022","0.00114711215989165"
"52","730007300","730007300","7300","Mississippi Lake National Wildlife Area","Mississippi Lake National Wildlife Area","306.99431772","306.99431772","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Boundary edited in consultation with Jeff Robinson","Boundary edited in consultation with Jeff Robinson","3065772.33984375","8694.92671959","0.0003506","0.09332057","0.000350606825804789","0.0933205767551638","0.0933205767551638","0.000350606826064545"
"53","730001200","730001200","1201","Big Creek National Wildlife Area-Big Creek Unit","Big Creek National Wildlife Area-Big Creek Unit","610.90489754","610.90489754","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Hahn Unit","Hahn Unit","6146513.5390625","11841.42497891","0.00066996","0.12497061","0.000669969780801694","0.124970613727087","0.124970613727087","0.000669969781216772"
"54","730001200","730001201","1201","Big Creek National Wildlife Area-Hahn Unit","Big Creek National Wildlife Area-Big Creek Unit","155.27303527","155.27303527","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Hahn Unit","Hahn Unit","1562295.65625","5514.57455104","0.00017025","0.0615265","0.000170257299487275","0.0615265017442746","0.0615265017442746","0.000170257300149744"
"55","730002900","730002900","2900","Chantry Island Bird Sanctuary","Chantry Island Bird Sanctuary","17.83114788","17.83114788","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19570101000000","","","","N/A","N/A","178316.21777343","3711.48684655","2.017e-005","0.04020402","2.01733128051274e-005","0.0402040211101729","0.040204021110173","2.01733131649083e-005"
"56","730006800","730006801","6801","Long Point National Wildlife Area-Long Point Unit","Long Point National Wildlife Area-Long Point  Unit","2837.00112128","2837.00112128","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","VI","VI","Terrestrial","Terrestre","19800101000000","","","","Thoroughfare Unit - Boundary changed to match Jewitt and Dixon Ltd. Survey.","Thoroughfare Unit - Boundary changed to match Jewitt and Dixon Ltd. Survey.","28547401.0878906","38298.30588655","0.00310959","0.44680259","0.00310959690295931","0.446802599516296","0.446802599516295","0.0031095969019279"
"57","730006800","730006802","6801","Long Point National Wildlife Area-Thoroughfare Unit","Long Point National Wildlife Area-Thoroughfare Unit","426.36360967","426.36360967","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","VI","VI","Terrestrial","Terrestre","19800101000000","","","","Thoroughfare Unit - Boundary changed to match Jewitt and Dixon Ltd. Survey.","Thoroughfare Unit - Boundary changed to match Jewitt and Dixon Ltd. Survey.","4289787.78027344","12813.67897711","0.00046758","0.13734068","0.000467587840375927","0.137340682115406","0.137340682115406","0.000467587839834006"
