"OBJECTID","Parent_ID","Zone_ID","Jurisdiction_ID","Name","Nom","GIS_Size_Ha","SIG_Superficie_Ha","SurveySize_Ha","ArpentageSuperficie_Ha","GazetteSize_Ha","GazetteSuperficie_Ha","GIS_ZoneSize_Ha","SIG_ZoneSuperficie_Ha","ProvinceTerritory","ProvinceTerritoire","LegalStatus","StatutLegal","Legislation_En","Legislation_Fr","ProtectionType","TypeProtection","IUCN_Category","Categorie_UICN","Biome_En","Biome_Fr","ProtectionDate","GazetteDate","ARMS_ID","DFRP_ID","PA_Comments","AP_Commentaires","Shape_STArea__","Shape_STLength__","Shape_STArea_1","Shape_STLength_1","Shape_STArea_12","Shape_STLength_12","Shape_Length","Shape_Area"
"58","730010400","730010400","10400","Rideau Bird Sanctuary","Rideau Bird Sanctuary","752.94705879","752.94705879","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","N/A","N/A","Terrestrial","Terrestre","19570101000000","","","","N/A","N/A","7521769.33007812","13223.40382926","0.00085784","0.14157562","0.000857846931012318","0.141575629442804","0.141575629442804","0.000857846931153467"
"59","730012200","730012200","12201","St. Clair National Wildlife Area-Bear Creek Unit","St. Clair National Wildlife Area-Bear Creek Unit","20.79055442","20.79055442","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","209226.0859375","2207.47375982","2.278e-005","0.02426269","2.27802670451638e-005","0.024262691623354","0.024262691623354","2.27802677854811e-005"
"60","730012200","730012200","12201","St. Clair National Wildlife Area-Bear Creek Unit","St. Clair National Wildlife Area-Bear Creek Unit","5.69147341","5.69147341","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","57275.27832031","1322.41430474","6.23e-006","0.01517241","6.23632286078646e-006","0.0151724100555307","0.0151724100555307","6.23632219380212e-006"
"61","730012200","730012200","12201","St. Clair National Wildlife Area-Bear Creek Unit","St. Clair National Wildlife Area-Bear Creek Unit","85.2766855","85.2766855","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","858160.125","5130.21397701","9.344e-005","0.05555645","9.34445242819493e-005","0.0555564551279183","0.0555564551279183","9.34445250636392e-005"
"62","730012200","730012203","12201","St. Clair National Wildlife Area-St. Clair Unit","St. Clair National Wildlife Area-St. Clair Unit","242.61244683","242.61244683","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","National Wildlife Area","","IV","IV","Terrestrial","Terrestre","19780101000000","","","","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","Bear Creek Unit - Boundary revised to include Snye, Maxwell, OPG, Corsini, and Lozon Cell, as well as NWA Tallgrass Prarie","2443006.47949219","6323.14079268","0.00026516","0.06748718","0.000265162389041507","0.0674871842991854","0.0674871842991854","0.000265162389648435"
"63","730013100","730013100","13100","Upper Canada Bird Sanctuary","Upper Canada Bird Sanctuary","2603.83105713","2603.83105713","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","26008331.2558594","30533.06685651","0.00296936","0.33994266","0.00296936850804741","0.339942663598897","0.339942663598897","0.00296936850574899"
"64","730004501","730004501","4501","Hannah Bay Migratory Bird Sanctuary","Hannah Bay Migratory Bird Sanctuary","19129.44766362","19129.44766362","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19390101000000","","","","N/A","N/A","190417783.584961","74581.60414842","0.02466835","0.8658788","0.024668358461895","0.865878809916126","0.865878809916125","0.0246683584627747"
"65","730007700","730007700","7700","Moose River Migratory Bird Sanctuary","Moose River Migratory Bird Sanctuary","2147.27315734","2147.27315734","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19580101000000","","","","N/A","N/A","21374844.40625","38439.76868439","0.00276977","0.4598296","0.00276977757494024","0.459829600871585","0.459829600871585","0.00276977757324885"
"66","730007700","730007700","7700","Moose River Migratory Bird Sanctuary","Moose River Migratory Bird Sanctuary","543.0285924","543.0285924","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19580101000000","","","","N/A","N/A","5405565.37011719","55108.27499481","0.00070052","0.66561792","0.000700527800745476","0.665617928235037","0.665617928235038","0.000700527800643586"
"67","730001000","730001000","1000","Beckett Creek Bird Sanctuary","Beckett Creek Migratory Bird Sanctuary","141.18482072","141.18482072","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","II","II","Terrestrial","Terrestre","19690101000000","","","","N/A","N/A","1408453.78320312","6569.17670777","0.00016256","0.0686949","0.000162569582016658","0.0686949073567948","0.0686949073567948","0.000162569581990328"
"68","730001000","730001000","1000","Beckett Creek Bird Sanctuary","Beckett Creek Migratory Bird Sanctuary","1.15188107","1.15188107","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","II","II","Terrestrial","Terrestre","19690101000000","","","","N/A","N/A","11490.921875","508.6268119","1.32e-006","0.00601028","1.3265259894979e-006","0.00601028846321926","0.00601028846321926","1.32652622126833e-006"
"69","730001000","730001000","1000","Beckett Creek Bird Sanctuary","Beckett Creek Migratory Bird Sanctuary","41.75974084","41.75974084","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","II","II","Terrestrial","Terrestre","19690101000000","","","","N/A","N/A","416583.57226562","3478.600924","4.809e-005","0.0402124","4.80941926070955e-005","0.0402124080594845","0.0402124080594845","4.8094191771786e-005"
"70","730007200","730007200","7200","Mississippi Lake Bird Sanctuary","Mississippi Lake Bird Sanctuary","300.32979323","300.32979323","0","0","0","0","0","0","Ontario","Ontario","Gazetted","Gazette","","","Migratory Bird Sanctuary","","IV","IV","Terrestrial","Terrestre","19590101000000","","","","Modified to match 2009 update of Mississippi Lake NWA","Modified to match 2009 update of Mississippi Lake NWA","2999223.77734375","8922.48363038","0.00034299","0.09770215","0.000342992697142108","0.09770215873855","0.0977021587385501","0.000342992697787244"
"71","730001100","730001100","1100","Betchouane Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Betchouane","457.934","457.934","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","N/A","N/A","4579340.64056396","13739.63200024","0.00058369","0.16761041","0.000583697010142714","0.167610418587643","0.167610418587643","0.000583697008398223"
"72","730001100","730001100","1100","Betchouane Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Betchouane","34.44","34.44","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19250101000000","","","","","","344402.01937866","5050.6407937","4.389e-005","0.05996182","4.38998667959822e-005","0.0599618222439419","0.0599618222439419","4.38998678253479e-005"
"73","730002300","730002300","2300","Cap-Saint-Ignace Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Cap-Saint-Ignace","130.733","130.733","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19720101000000","","","","N/A","N/A","1307334.56245804","5819.87733092","0.00015534","0.06117621","0.000155346978772286","0.0611762145852345","0.0611762145852346","0.000155346978494783"
"74","730004300","730004300","4300","Gros-Mécatina Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Gros-Mécatina","2167.656","2167.656","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19960101000000","","","","N/A","N/A","21676562.494873","30314.49932007","0.00279775","0.35990927","0.00279775663693727","0.359909274801312","0.359909274801312","0.00279775663988914"
"75","730004700","730004700","4700","Île à la Brume Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-à-la-Brume","3789.577","3789.577","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","","","37895772.7192688","23593.79809844","0.00482841","0.2701696","0.00482841528742028","0.270169604209207","0.270169604209207","0.00482841528809862"
"76","730004800","730004810","4800","Île aux Basques Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-aux-Basques","840.066","840.066","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19270101000000","","","","N/A","N/A","6295556.28793526","23115.56684644","0.00076674","0.26611061","0.000766743440408391","0.266110610442224","0.266110610442224","0.000766743436676544"
"77","730005000","730005000","5000","Île aux Hérons Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-aux-Hérons","518.44","518.44","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Fresh Water","Eau douce","19370101000000","","","","N/A","N/A","5184407.20613098","20725.97203463","0.0005945","0.2330229","0.000594509689562983","0.233022900644959","0.233022900644959","0.000594509692358606"
"78","730001800","730001800","1800","Bonaventure Island and Percé Rock Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-Bonaventure-et-du-Rocher-Percé","897.888","897.888","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19190101000000","","","","N/A","N/A","8978889.88230896","29756.71804705","0.00110212","0.34390435","0.00110212671393128","0.343904352976942","0.343904352976942","0.00110212670848453"
"79","730002700","730002700","2700","Carillon Island Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-Carillon","173.144","173.144","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19310101000000","","","","N/A","N/A","1731446.16526032","28277.05848454","0.00019896","0.33464894","0.000198965179379229","0.334648942229327","0.334648942229328","0.000198965174413465"
"80","730003300","730003310","3300","Île du Corossol Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-du-Corossol","271.97","271.97","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19370101000000","","","","","","2719709.83019257","14090.22833481","0.00034583","0.17219107","0.000345831627100779","0.17219107949752","0.17219107949752","0.000345831626945726"
"81","730003300","730003310","3300","Île du Corossol Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-du-Corossol","92.259","92.259","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19370101000000","","","","","","922598.14717865","6339.54329532","0.00011731","0.07643582","0.000117318912089104","0.0764358252134564","0.0764358252134564","0.000117318910580617"
"82","730006200","730006200","6200","L'Isle-Verte Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de L'Isle-Verte","375.806","375.806","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19860101000000","","","","","","2861959.18251228","8387.20987235","0.00034754","0.09972674","0.000347541997598455","0.0997267402099528","0.0997267402099528","0.000347541999011271"
"83","730001701","730001701","1701","Boatswain Bay Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de la Baie-Boatswain","6895.704","6895.704","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lV","lV","Marine","Marin","19410101000000","","","","","","67980494.7047119","38227.25259114","0.0089905","0.43463023","0.00899050375528532","0.434630237312235","0.434630237312235","0.00899050375394136"
"84","730001701","730001701","1701","Boatswain Bay Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de la Baie-Boatswain","8791.143","8791.143","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lV","lV","Terrestrial","Terrestre","19410101000000","","","","","","86666776.3753662","65944.27419291","0.01146338","0.79103857","0.0114633835000859","0.791038576528453","0.791038576528452","0.0114633835053603"
"85","730002000","730002000","2000","Baie de Brador Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de la Baie-de-Brador","465.909","465.909","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","","","4659094.24072266","18987.56804563","0.0006102","0.22468087","0.000610201472682093","0.224680879785424","0.224680879785424","0.000610201475392782"
"86","730002000","730002000","2000","Baie de Brador Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de la Baie-de-Brador","101.576","101.576","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19250101000000","","","","","","1015761.23016357","6728.66854722","0.000133","0.08000647","0.000133005971520106","0.0800064733557894","0.0800064733557894","0.000133005970232748"
"87","730000600","730000600","600","Baie des Loups Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de la Baie-des-Loups","3610.057","3610.057","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","","","36100578.8475037","27215.96347647","0.00460038","0.30366331","0.00460038233450177","0.303663313650831","0.303663313650832","0.00460038233494876"
"88","730010800","730010800","10800","Saint-Augustin Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Saint-Augustin","5368.684","5368.684","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","","","53686845.4818726","63360.35691944","0.00699085","0.74911886","0.0069908513255541","0.749118869532459","0.749118869532458","0.00699085132552921"
"89","730013900","730013900","13900","Watshishou Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Watshishou","10673.866","10673.866","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","","","106738663.086212","157608.02616417","0.0136321","1.78098184","0.0136321048146328","1.78098184608452","1.78098184608452","0.0136321048125221"
"90","730003400","730003400","3400","Îles de la Couvée Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Îles-de-la-Couvée","14.889","14.889","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19860101000000","","","","N/A","N/A","148890.26483154","5536.47506143","1.709e-005","0.05417471","1.70965008692292e-005","0.0541747194147759","0.0541747194147759","1.70965000573909e-005"
"91","730005400","730005400","5400","Îles de la Paix Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Îles-de-la-Paix","1091.966","1091.966","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Fresh Water","Eau douce","19720101000000","","","","","","9622876.21291351","49478.57846662","0.00110183","0.54394735","0.0011018365757991","0.543947357062327","0.543947357062327","0.0011018365814339"
"92","730005100","730005100","5100","Sainte-Marie Islands Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Îles-Sainte-Marie","3979.968","3979.968","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19250101000000","","","","","","39799681.7685242","37027.60858164","0.00508513","0.43552093","0.00508513002773725","0.435520934027779","0.435520934027779","0.00508513002396671"
"93","730001400","730001400","1400","Rochers aux Oiseaux Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Rochers-aux-Oiseaux","643.651","648.248","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19190101000000","","","","N/A","N/A","6436514.09747314","10728.74761171","0.00077848","0.12142521","0.000778487034267528","0.121425212717512","0.121425212717512","0.000778487035730569"
"94","730001400","730001400","1400","Rochers aux Oiseaux Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Rochers-aux-Oiseaux","4.596","4.596","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19190101000000","","","","","","5101.39813232","460.61322654","6.1e-007","0.00523645","6.17058958596317e-007","0.00523645407762153","0.00523645407762153","6.17058411108259e-007"
"95","730006300","730006300","6300","L’Islet Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de L’Islet","57.874","57.874","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19860101000000","","","","N/A","N/A","578743.20898819","3288.4265481","6.89e-005","0.03643382","6.89054443228088e-005","0.0364338243342958","0.0364338243342958","6.89054431907199e-005"
"96","730007600","730007610","7600","Montmagny Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Montmagny","121.864","121.864","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19860101000000","","","","N/A","N/A","357448.5441513","3486.86019969","4.243e-005","0.04235114","4.24362594912964e-005","0.0423511424901999","0.0423511424901999","4.24362587330571e-005"
"97","730010900","730010910","10900","Saint-Omer Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Saint-Omer","56.026","56.026","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19860101000000","","","","N/A","N/A","475182.13463592","4365.4067442","5.781e-005","0.05391797","5.78120916543412e-005","0.053917979370259","0.053917979370259","5.78120900988846e-005"
"98","730012900","730012910","12900","Trois-Saumons Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Trois-Saumons","156.62","156.62","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19860101000000","","","","N/A","N/A","1566206.7555809","6052.3760298","0.00018658","0.06917061","0.000186589659961101","0.0691706150310879","0.0691706150310879","0.000186589659716825"
"99","730008700","730008700","8700","Pointe-au-Père National Wildlife Area","Réserve nationale de faune de Pointe-au-Père","21.71","21.71","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lll","lll","Wetland","Terre humide","19860101000000","","","","N/A","N/A","95234.54079234","2220.40407447","1.169e-005","0.02568198","1.16907983738201e-005","0.0256819835797294","0.0256819835797294","1.16907970820348e-005"
"100","730002300","730002300","2300","Cap-Saint-Ignace Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Cap-Saint-Ignace","0.085","0.085","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19720101000000","","","","","","850.5994606","215.19869643","1e-007","0.00252294","1.01053728940315e-007","0.00252294109677062","0.00252294109677063","1.01054019394147e-007"
"101","730004800","730004810","4800","Île aux Basques Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-aux-Basques","840.066","840.066","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19270101000000","","","","N/A","N/A","2105112.2299366","11710.68597077","0.00025645","0.1330471","0.00025645494042692","0.133047103052093","0.133047103052093","0.000256454941810418"
"102","730005000","730005000","5000","Île aux Hérons Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-aux-Hérons","112.763","112.763","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19370101000000","","","","","","1127636.84899139","15000.79153461","0.0001293","0.17829641","0.000129307074985263","0.178296411139484","0.178296411139484","0.000129307073371911"
"103","730001800","730001800","1800","Bonaventure Island and Percé Rock Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-Bonaventure-et-du-Rocher-Percé","463.168","463.168","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19190101000000","","","","","","4631684.05474854","10068.50376532","0.00056836","0.11535915","0.000568362517697096","0.115359157145043","0.115359157145043","0.000568362518865628"
"104","730002700","730002700","2700","Carillon Island Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de l'Île-Carillon","282.01","282.01","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19310101000000","","","","","","2821017.16796112","17375.60611456","0.00032417","0.20384027","0.000324172363434627","0.203840278176179","0.203840278176179","0.000324172364350555"
"105","730006200","730006200","6200","L'Isle-Verte Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de L'Isle-Verte","375.806","375.806","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19860101000000","","","","","","896107.57316589","7823.76470293","0.0001088","0.08783971","0.000108803671309943","0.0878397197892558","0.0878397197892557","0.000108803670810555"
"106","730008600","730008600","8600","Philipsburg Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs de Philipsburg","527.556","527.556","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lV","lV","Terrestrial","Terrestre","19550101000000","","","","","","5275566.39424133","24791.56667506","0.00059984","0.26030045","0.000599844295265939","0.260300455591936","0.260300455591936","0.000599844293921816"
"107","730005400","730005400","5400","Îles de la Paix Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Îles-de-la-Paix","1091.966","1091.966","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19720101000000","","","","","","1296786.07208633","28061.81658573","0.00014844","0.30967771","0.000148447660876627","0.309677713421196","0.309677713421196","0.000148447660363284"
"108","730001400","730001400","1400","Rochers aux Oiseaux Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs des Rochers-aux-Oiseaux","4.596","4.596","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19190101000000","","","","","","40864.70910644","908.11860812","4.94e-006","0.00946412","4.94207665724389e-006","0.00946412060796214","0.00946412060796214","4.94207608014797e-006"
"109","730007500","730007500","7500","Mont-Saint-Hilaire Migratory Bird Sanctuary","Refuge d'oiseaux migrateurs du Mont-Saint-Hilaire","985.494","985.494","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19600101000000","","","","N/A","N/A","9854942.47955704","21038.03082294","0.00113339","0.23000327","0.00113339668746448","0.230003271691626","0.230003271691625","0.00113339668733201"
"110","730006300","730006300","6300","L’Islet Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de L’Islet","0.802","0.802","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19860101000000","","","","","","8028.52900314","871.07185323","9.5e-007","0.00973588","9.55952373260516e-007","0.00973588781227963","0.00973588781227963","9.55952521557243e-007"
"111","730007600","730007610","7600","Montmagny Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Montmagny","121.864","121.864","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19860101000000","","","","N/A","N/A","861193.05743789","3829.20191283","0.00010222","0.04310602","0.000102228453442876","0.0431060287504333","0.0431060287504333","0.000102228452465094"
"112","730008100","730008100","8100","Nicolet Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Nicolet","2937.164","2937.164","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","la","la","Wetland","Terre humide","19820101000000","","","","N/A","N/A","29371648.7790909","31978.1654895","0.00342556","0.3460471","0.00342556125951887","0.346047106046996","0.346047106046996","0.00342556126188016"
"113","730010900","730010910","10900","Saint-Omer Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Saint-Omer","56.026","56.026","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19860101000000","","","","N/A","N/A","85079.38032531","1962.49239382","1.035e-005","0.02407873","1.03505026345374e-005","0.0240787322817947","0.0240787322817947","1.03505032343171e-005"
"114","730011000","730011000","11000","Saint-Vallier Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Saint-Vallier","356.492","356.492","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Marine","Marin","19860101000000","","","","N/A","N/A","3564925.09720612","10222.72211643","0.00042222","0.12080049","0.000422227792114427","0.120800490175591","0.120800490175591","0.000422227789533516"
"115","730011600","730011600","11600","Senneville Migratory Bird Sanctuary","Refuge d’oiseaux migrateurs de Senneville","555.32","555.32","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","Migratory Bird Sanctuary","","lll","lll","Terrestrial","Terrestre","19360101000000","","","","N/A","N/A","5553202.49399567","13742.26327065","0.00063693","0.14868391","0.000636939354762944","0.148683916668629","0.148683916668629","0.00063693935549151"
"116","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","945998.13599968","19524.46457715","0.00011492","0.21917993","0.000114927727508984","0.219179935550397","0.219179935550397","0.000114927727549554"
"117","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","5358092.80525208","25417.98405986","0.00064466","0.26849002","0.000644662539116325","0.268490026593893","0.268490026593893","0.000644662536391248"
"118","730008700","730008700","8700","Pointe-au-Père National Wildlife Area","Réserve nationale de faune de Pointe-au-Père","21.71","21.71","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lll","lll","Terrestrial","Terrestre","19860101000000","","","","N/A","N/A","86747.55055665","2902.17003082","1.064e-005","0.0329088","1.06485179003357e-005","0.0329088087876694","0.0329088087876694","1.06485200877292e-005"
